Season,Crop,Day,Carbon_flux,Nitrogen_flux
2016,Corn,92,2262.41295,0.89269
2016,Corn,93,2295.51438,0.89584
2016,Corn,94,2328.33672,0.89887
2016,Corn,95,2360.87997,0.90178
2016,Corn,96,2393.14413,0.90458
2016,Corn,97,2425.1292,0.90726
2016,Corn,98,2456.26565,0.90985
2016,Corn,99,2486.5535,0.91234
2016,Corn,100,2515.99274,0.91473
2016,Corn,101,2544.58337,0.91703
2016,Corn,102,2572.32539,0.91923
2016,Corn,103,2599.2188,0.92133
2016,Corn,104,2625.26361,0.92334
2016,Corn,105,2650.4598,0.92524
2016,Corn,106,2674.80738,0.92706
2016,Corn,107,2698.30635,0.92877
2016,Corn,108,2720.95672,0.93039
2016,Corn,109,2742.75847,0.93191
2016,Corn,110,2763.71161,0.93333
2016,Corn,111,2784.84492,0.93476
2016,Corn,112,2806.1584,0.93619
2016,Corn,113,2827.65205,0.93763
2016,Corn,114,2849.32586,0.93907
2016,Corn,115,2871.17984,0.94051
2016,Corn,116,2893.21399,0.94196
2016,Corn,117,2915.4283,0.94341
2016,Corn,118,2937.82279,0.94487
2016,Corn,119,2960.39744,0.94633
2016,Corn,120,2983.15225,0.9478
2016,Corn,121,3006.08724,0.94927
2016,Corn,122,3029.20239,0.95074
2016,Corn,123,3052.49771,0.95222
2016,Corn,124,3075.9732,0.95371
2016,Corn,125,3099.62885,0.95519
2017,Soybean,0,21.03437,0.02854
2017,Soybean,1,42.28788,0.0546
2017,Soybean,2,63.76055,0.07817
2017,Soybean,3,85.45235,0.09927
2017,Soybean,4,107.36331,0.11787
2017,Soybean,5,129.49342,0.134
2017,Soybean,6,151.84267,0.14764
2017,Soybean,7,174.41107,0.15881
2017,Soybean,8,197.19861,0.16748
2017,Soybean,9,220.2053,0.17368
2017,Soybean,10,241.56481,0.17904
2017,Soybean,11,261.27714,0.18356
2017,Soybean,12,279.34228,0.18724
2017,Soybean,13,295.76023,0.19009
2017,Soybean,14,310.531,0.19211
2017,Soybean,15,325.84964,0.19411
2017,Soybean,16,341.71615,0.19611
2017,Soybean,17,358.13054,0.1981
2017,Soybean,18,375.0928,0.20008
2017,Soybean,19,392.60292,0.20205
2017,Soybean,20,410.66092,0.20402
2017,Soybean,21,429.26679,0.20598
2017,Soybean,22,447.75137,0.20779
2017,Soybean,23,466.11466,0.20947
2017,Soybean,24,484.35666,0.21101
2017,Soybean,25,502.47736,0.2124
2017,Soybean,26,520.47677,0.21366
2017,Soybean,27,538.35489,0.21477
2017,Soybean,28,556.11172,0.21575
2017,Soybean,29,573.74725,0.21658
2017,Soybean,30,591.91706,0.21773
2017,Soybean,31,610.62113,0.21918
2017,Soybean,32,629.85947,0.22096
2017,Soybean,33,649.63208,0.22304
2017,Soybean,34,669.93896,0.22544
2017,Soybean,35,690.7801,0.22815
2017,Soybean,36,712.15552,0.23117
2017,Soybean,37,734.0652,0.23451
2017,Soybean,38,756.50915,0.23816
2017,Soybean,39,779.48737,0.24212
2017,Soybean,40,802.99985,0.2464
2017,Soybean,41,827.04661,0.25099
2017,Soybean,42,851.62763,0.25589
2017,Soybean,43,876.74293,0.2611
2017,Soybean,44,902.39249,0.26663
2017,Soybean,45,928.57631,0.27247
2017,Soybean,46,955.29441,0.27862
2017,Soybean,47,982.54678,0.28509
2017,Soybean,48,1010.33341,0.29187
2017,Soybean,49,1038.65431,0.29896
2017,Soybean,50,1067.50948,0.30636
2017,Soybean,51,1096.1582,0.3134
2017,Soybean,52,1124.60047,0.32007
2017,Soybean,53,1152.83629,0.32636
2017,Soybean,54,1180.86565,0.33229
2017,Soybean,55,1208.68857,0.33786
2017,Soybean,56,1236.30503,0.34305
2017,Soybean,57,1263.71504,0.34788
2017,Soybean,58,1290.9186,0.35233
2017,Soybean,59,1317.91571,0.35642
2017,Soybean,60,1344.70637,0.36014
2017,Soybean,61,1371.29057,0.36349
2017,Soybean,62,1397.66833,0.36648
2017,Soybean,63,1423.83963,0.36909
2017,Soybean,64,1450.59565,0.37199
2017,Soybean,65,1477.93639,0.37517
2017,Soybean,66,1505.86184,0.37864
2017,Soybean,67,1534.37201,0.38238
2017,Soybean,68,1563.4669,0.38641
2017,Soybean,69,1593.1465,0.39073
2017,Soybean,70,1623.41083,0.39532
2017,Soybean,71,1654.25986,0.4002
2017,Soybean,72,1685.69362,0.40536
2017,Soybean,73,1717.71209,0.41081
2017,Soybean,74,1750.31528,0.41654
2017,Soybean,75,1783.50318,0.42255
2017,Soybean,76,1817.2758,0.42885
2017,Soybean,77,1851.63314,0.43542
2017,Soybean,78,1886.5752,0.44228
2017,Soybean,79,1921.84449,0.44864
2017,Soybean,80,1957.44102,0.45448
2017,Soybean,81,1993.36478,0.45982
2017,Soybean,82,2029.61578,0.46465
2017,Soybean,83,2066.19402,0.46897
2017,Soybean,84,2103.09949,0.47279
2017,Soybean,85,2140.3322,0.47609
2017,Soybean,86,2177.89214,0.47889
2017,Soybean,87,2215.77933,0.48119
2017,Soybean,88,2253.99374,0.48297
2017,Soybean,89,2292.5354,0.48424
2017,Soybean,90,2331.40429,0.48501
2017,Soybean,91,2370.60041,0.48527
2017,Soybean,92,2408.96661,0.48552
2017,Soybean,93,2446.50286,0.48576
2017,Soybean,94,2483.20919,0.48598
2017,Soybean,95,2519.08558,0.48619
2017,Soybean,96,2554.13204,0.48638
2017,Soybean,97,2588.34856,0.48656
2017,Soybean,98,2621.73515,0.48673
2017,Soybean,99,2654.29181,0.48689
2017,Soybean,100,2686.01853,0.48703
2017,Soybean,101,2716.91532,0.48717
2017,Soybean,102,2746.98217,0.48728
2017,Soybean,103,2776.21909,0.48739
2017,Soybean,104,2804.62608,0.48748
2017,Soybean,105,2832.20313,0.48756
2017,Soybean,106,2858.95025,0.48762
2017,Soybean,107,2884.64265,0.48805
2017,Soybean,108,2909.28032,0.48884
2017,Soybean,109,2932.86327,0.48998
2017,Soybean,110,2955.39149,0.49149
2017,Soybean,111,2976.86499,0.49336
2017,Soybean,112,2997.28377,0.49559
2017,Soybean,113,3016.64782,0.49818
2017,Soybean,114,3034.95715,0.50113
2017,Soybean,115,3052.21175,0.50443
2017,Soybean,116,3068.41164,0.5081
2017,Soybean,117,3083.55679,0.51213
2017,Soybean,118,3097.64723,0.51653
2018,Corn,0,10.12391,0.01699
2018,Corn,1,20.05078,0.0325
2018,Corn,2,29.78061,0.04652
2018,Corn,3,39.31339,0.05905
2018,Corn,4,48.64914,0.0701
2018,Corn,5,57.78785,0.07966
2018,Corn,6,66.72951,0.08773
2018,Corn,7,76.36227,0.10208
2018,Corn,8,86.68613,0.12271
2018,Corn,9,97.70107,0.14961
2018,Corn,10,109.40711,0.18279
2018,Corn,11,121.80424,0.22225
2018,Corn,12,134.683,0.26052
2018,Corn,13,148.04338,0.2976
2018,Corn,14,161.88539,0.33348
2018,Corn,15,176.20903,0.36818
2018,Corn,16,191.01429,0.40168
2018,Corn,17,206.30117,0.43399
2018,Corn,18,222.06968,0.46511
2018,Corn,19,237.58915,0.49298
2018,Corn,20,252.85957,0.51759
2018,Corn,21,267.88094,0.53894
2018,Corn,22,282.65327,0.55704
2018,Corn,23,297.17656,0.57189
2018,Corn,24,311.45079,0.58348
2018,Corn,25,325.70396,0.59431
2018,Corn,26,339.93604,0.6044
2018,Corn,27,354.14705,0.61374
2018,Corn,28,368.33698,0.62233
2018,Corn,29,382.50584,0.63016
2018,Corn,30,396.65361,0.63725
2018,Corn,31,410.78032,0.64358
2018,Corn,32,424.88594,0.64917
2018,Corn,33,438.94286,0.6546
2018,Corn,34,452.95107,0.65989
2018,Corn,35,466.91057,0.66503
2018,Corn,36,480.82136,0.67001
2018,Corn,37,494.68344,0.67485
2018,Corn,38,508.49681,0.67954
2018,Corn,39,522.66496,0.68378
2018,Corn,40,537.18787,0.68757
2018,Corn,41,552.06555,0.69091
2018,Corn,42,567.298,0.69379
2018,Corn,43,582.88522,0.69623
2018,Corn,44,598.8272,0.69822
2018,Corn,45,615.12396,0.69976
2018,Corn,46,632.12074,0.70143
2018,Corn,47,649.81755,0.70325
2018,Corn,48,668.21439,0.7052
2018,Corn,49,687.31126,0.70729
2018,Corn,50,707.10815,0.70952
2018,Corn,51,727.60508,0.71189
2018,Corn,52,748.80203,0.71439
2018,Corn,53,770.69901,0.71703
2018,Corn,54,792.22136,0.71974
2018,Corn,55,813.36908,0.72252
2018,Corn,56,834.14217,0.72537
2018,Corn,57,854.54063,0.72829
2018,Corn,58,874.56447,0.73128
2018,Corn,59,894.21367,0.73434
2018,Corn,60,916.65157,0.73825
2018,Corn,61,941.87817,0.74301
2018,Corn,62,969.89346,0.74862
2018,Corn,63,1000.69744,0.75508
2018,Corn,64,1034.29012,0.7624
2018,Corn,65,1070.67149,0.77056
2018,Corn,66,1109.84155,0.77958
2018,Corn,67,1148.01856,0.78815
2018,Corn,68,1185.20252,0.79628
2018,Corn,69,1221.39342,0.80396
2018,Corn,70,1256.59126,0.8112
2018,Corn,71,1290.79606,0.81799
2018,Corn,72,1324.00779,0.82434
2018,Corn,73,1356.22647,0.83025
2018,Corn,74,1387.4521,0.83571
2018,Corn,75,1417.68468,0.84073
2018,Corn,76,1446.92419,0.8453
2018,Corn,77,1475.17066,0.84943
2018,Corn,78,1502.42407,0.85311
2018,Corn,79,1528.68442,0.85635
2018,Corn,80,1553.95172,0.85914
2018,Corn,81,1579.36497,0.86191
2018,Corn,82,1604.92418,0.86464
2018,Corn,83,1630.62933,0.86734
2018,Corn,84,1656.48043,0.87
2018,Corn,85,1682.47748,0.87264
2018,Corn,86,1708.62049,0.87524
2018,Corn,87,1734.90944,0.87781
2018,Corn,88,1761.34435,0.88035
2018,Corn,89,1787.9252,0.88286
2018,Corn,90,1814.65201,0.88533
2018,Corn,91,1841.52477,0.88777
2018,Corn,92,1868.54347,0.89019
2018,Corn,93,1895.70813,0.89256
2018,Corn,94,1923.01874,0.89491
2018,Corn,95,1950.4753,0.89723
2018,Corn,96,1978.07781,0.89951
2018,Corn,97,2005.82627,0.90176
2018,Corn,98,2033.72068,0.90398
2018,Corn,99,2061.76104,0.90617
2018,Corn,100,2089.94735,0.90832
2018,Corn,101,2118.27961,0.91045
2018,Corn,102,2146.75783,0.91254
2018,Corn,103,2175.38199,0.9146
2018,Corn,104,2203.50812,0.91774
2018,Corn,105,2231.13621,0.92196
2018,Corn,106,2258.26626,0.92727
2018,Corn,107,2284.89828,0.93365
2018,Corn,108,2311.03226,0.94112
2018,Corn,109,2336.6682,0.94967
2018,Corn,110,2361.80611,0.9593
2018,Corn,111,2386.44598,0.97001
2018,Corn,112,2410.58781,0.9818
2018,Corn,113,2434.23161,0.99467
2018,Corn,114,2457.37737,1.00863
2018,Corn,115,2480.0251,1.02366
2018,Corn,116,2502.20948,1.03829
2018,Corn,117,2523.93051,1.05252
2018,Corn,118,2545.18819,1.06634
2018,Corn,119,2565.98253,1.07975
2018,Corn,120,2586.31353,1.09276
2018,Corn,121,2606.18117,1.10536
2018,Corn,122,2625.58547,1.11756
2018,Corn,123,2644.52642,1.12935
2018,Corn,124,2663.00403,1.14074
2018,Corn,125,2681.01829,1.15172
2018,Corn,126,2698.5692,1.16229
2018,Corn,127,2715.65677,1.17246
2018,Corn,128,2732.28099,1.18223
2018,Corn,129,2748.44187,1.19158
2018,Corn,130,2764.13939,1.20054
2018,Corn,131,2779.37357,1.20908
2018,Corn,132,2794.14441,1.21723
2018,Corn,133,2808.4519,1.22496
2018,Corn,134,2822.29604,1.23229
2018,Corn,135,2835.67683,1.23922
2018,Corn,136,2848.59428,1.24574
2018,Corn,137,2861.04838,1.25185
2018,Corn,138,2873.03914,1.25756
2018,Corn,139,2884.56655,1.26286
2018,Corn,140,2895.63061,1.26776
2018,Corn,141,2906.23133,1.27225
2018,Corn,142,2916.3687,1.27634
2018,Corn,143,2926.04272,1.28002
2018,Corn,144,2935.2534,1.2833
2018,Corn,145,2944.00073,1.28617
