genotype,thinning,area,tolerance
cv2,control,20.92,1
cv2,control,16.84,0
cv2,control,20.84,1
cv2,control,16.53,1
cv2,control,15.8,1
cv2,control,11.93,0
cv2,control,13.97,1
cv2,control,14.99,0
cv2,control,17.76,1
cv2,control,18.02,1
cv2,control,16.25,0
cv2,control,17.95,0
cv2,control,17.94,1
cv2,control,16.76,1
cv2,control,12.46,1
cv2,control,18.19,1
cv2,control,18.59,0
cv2,control,13.21,0
cv2,control,13.48,0
cv2,control,20.07,1
cv2,control,21.06,0
cv2,control,13.66,0
cv2,control,20.45,1
cv2,control,17.14,0
cv2,control,11.2,0
cv2,control,13.95,1
cv2,control,12.7,1
cv2,control,19.03,1
cv2,control,13.9,0
cv2,control,18.94,1
cv2,control,19.88,1
cv2,control,7.94,0
cv2,control,14.41,0
cv2,control,14.7,1
cv2,control,16.49,1
cv2,control,16.74,1
cv2,control,19.28,1
cv2,control,18.13,1
cv2,control,21.04,1
cv2,control,18.07,1
cv2,control,20.09,1
cv2,control,20.41,1
cv2,control,20.3,1
cv2,control,17.96,1
cv2,control,20.89,1
cv2,control,14.93,0
cv2,control,20.37,1
cv2,control,18.58,1
cv2,control,17.1,0
cv2,control,19.21,1
cv2,control,12.54,0
cv2,control,15.17,0
cv2,control,16.98,0
cv2,control,20.14,1
cv2,control,18.14,1
cv2,control,17.93,1
cv2,control,17.11,1
cv2,control,12.74,1
cv2,control,20.19,1
cv2,control,18.04,0
cv2,control,14.66,1
cv2,control,19.81,1
cv2,control,17.11,0
cv2,control,18.2,1
cv2,control,18.73,1
cv2,control,7.37,0
cv2,control,17.83,1
cv2,control,18.23,1
cv2,control,12.39,0
cv2,control,18.91,1
cv2,control,18.37,1
cv2,control,13.95,1
cv2,control,16.21,1
cv2,control,23.66,1
cv2,control,15.83,0
cv2,control,14.74,1
cv2,control,20.63,1
cv2,control,12.29,0
cv2,control,13.94,0
cv2,control,12.25,0
cv2,control,19.1,0
cv2,control,14.81,0
cv2,control,9.81,0
cv2,control,20.48,1
cv2,control,12.44,1
cv2,control,14.55,0
cv2,control,16.87,1
cv2,control,20.7,0
cv2,control,15.55,0
cv2,control,15.35,1
cv2,control,18.83,1
cv2,control,14.86,0
cv2,control,16.87,1
cv2,control,19.93,1
cv2,control,15.13,0
cv2,control,18.35,1
cv2,control,11.26,0
cv2,control,15.82,0
cv2,control,21.93,1
cv2,control,15.26,1
cv2,control,22.28,1
cv2,control,21.48,1
cv2,control,20.96,1
cv2,control,14.63,0
cv2,control,11.39,1
cv2,control,17.74,1
cv2,control,23.67,1
cv2,control,11.57,0
cv2,control,15.01,1
cv2,control,21.06,1
cv2,control,19.98,1
cv2,control,21.49,1
cv2,control,20.86,0
cv2,control,16.64,0
cv2,control,14.99,0
cv2,control,19.44,0
cv2,control,13.89,1
cv2,control,19.13,1
cv2,control,19.91,1
cv2,control,11.94,0
cv2,control,20.96,1
cv2,control,18.99,1
cv2,control,15.18,1
cv2,control,18.77,1
cv2,control,10.31,0
cv2,control,21.21,1
cv2,control,18.15,1
cv2,control,17.64,1
cv2,control,18.06,0
cv2,control,21.58,1
cv2,control,21.1,1
cv2,control,17.31,1
cv2,control,14.16,0
cv2,control,18.69,1
cv2,control,21.39,1
cv2,control,9.07,0
cv2,control,12.04,0
cv2,control,14.75,1
cv2,control,19.28,1
cv2,control,19.23,1
cv2,control,19.18,0
cv2,control,11.2,0
cv2,control,19.88,1
cv2,control,12.86,0
cv2,control,15.12,1
cv2,control,19.2,1
cv2,control,17.67,1
cv2,control,14.1,0
cv2,control,19.68,1
cv2,control,17.41,1
cv2,control,19.53,1
cv2,control,12.38,0
cv2,control,20.81,1
cv2,control,20.1,1
cv2,control,17.29,0
cv2,control,17.49,1
cv2,control,13.39,1
cv2,control,18.65,1
cv2,control,17.56,0
cv2,control,14.26,1
cv2,control,18.83,1
cv2,control,11.31,0
cv2,control,18.3,1
cv2,control,14.8,1
cv2,control,18.18,1
cv2,control,14.94,1
cv2,control,17.51,1
cv2,control,22.52,1
cv2,control,20.71,1
cv2,control,20.75,1
cv2,control,8.43,0
cv2,control,12.19,0
cv2,control,14.2,0
cv2,control,12.63,0
cv2,control,15.52,0
cv2,control,13.76,0
cv2,control,11.28,1
cv2,control,7.43,0
cv2,control,13.41,1
cv2,control,15.57,1
cv2,control,9.15,0
cv2,control,9.39,0
cv2,control,14.41,0
cv2,control,18.69,1
cv2,control,18.45,0
cv2,control,15.37,0
cv2,control,18.7,1
cv2,control,11.25,1
cv2,control,8.59,0
cv2,control,17.08,0
cv2,control,14.65,0
cv2,control,18.35,1
cv2,control,20.73,1
cv2,control,10.85,0
cv2,control,20.4,1
cv2,control,9.27,0
cv2,control,18.45,1
cv2,control,16.09,0
cv2,control,17.83,1
cv2,control,20.12,0
cv2,control,14.88,0
cv2,control,15,1
cv2,control,15.81,0
cv2,control,15.26,0
cv2,control,14.58,1
cv2,control,19.13,1
cv2,control,15.11,0
cv2,control,9.3,0
cv2,control,17.04,0
cv2,control,18.78,1
cv2,control,14.97,1
cv2,control,18.08,1
cv2,control,18.77,1
cv2,control,14.36,1
cv2,control,12.7,0
cv2,control,8.01,0
cv2,control,14.99,1
cv2,control,17.61,1
cv2,control,16.08,1
cv2,control,14.14,1
cv2,control,9.83,0
cv2,control,17,0
cv2,control,22.15,1
cv2,control,15.86,0
cv2,control,14.62,1
cv2,control,14.83,0
cv2,control,16.99,0
cv2,control,11.31,0
cv2,control,14.05,1
cv2,control,15.24,1
cv2,control,17.37,0
cv2,control,9.02,1
cv2,control,18.88,1
cv2,control,14.99,1
cv2,control,14.01,1
cv2,control,19.53,1
cv2,control,20.89,1
cv2,control,15.01,0
cv2,control,17.96,0
cv2,control,16.76,1
cv2,control,16.59,0
cv2,control,15.87,1
cv2,control,18.26,1
cv2,control,20.22,1
cv2,control,17.28,1
cv2,control,18.53,1
cv2,control,16.11,0
cv2,control,10.77,0
cv2,control,15.77,1
cv2,control,20.63,1
cv2,control,13.94,0
cv2,control,15.97,1
cv2,control,17.97,1
cv2,control,17.03,1
cv2,control,19.91,1
cv2,control,13.45,1
cv2,control,19.04,1
cv2,control,18.71,1
cv2,control,15.82,1
cv2,control,14.11,0
cv2,control,13.85,0
cv2,control,16.79,1
cv2,control,20.36,1
cv2,control,14.48,1
cv2,control,16.25,1
cv2,control,10.41,0
cv2,control,17.25,1
cv2,control,14.35,0
cv2,control,19.43,1
cv2,control,19.48,1
cv2,control,16.9,1
cv2,control,6.91,0
cv2,control,15.83,0
cv2,control,10.77,1
cv2,control,20.31,1
cv2,control,19.78,1
cv2,control,17.67,1
cv2,control,14.74,1
cv2,control,16.14,1
cv2,control,9.53,1
cv2,control,14.27,1
cv2,control,10.48,0
cv2,control,11.93,0
cv2,control,16.93,1
cv2,control,12.45,1
cv2,control,8.91,0
cv2,control,10.28,0
cv2,control,10.54,0
cv2,control,19.32,1
cv2,control,13.86,0
cv2,control,15.66,1
cv2,control,8.71,0
cv2,control,18.03,1
cv2,control,15.05,0
cv2,control,14.63,1
cv2,control,16.79,1
cv2,control,16.87,1
cv2,control,20.99,1
cv2,control,16.75,1
cv2,control,14.86,0
cv2,control,10.51,0
cv2,control,14.35,0
cv2,control,13.17,1
cv2,control,11.46,0
cv2,control,16.56,1
cv2,control,10.91,0
cv2,control,14.92,0
cv2,control,13.94,1
cv2,control,14.33,0
cv2,control,16.57,1
cv2,control,9.95,0
cv2,control,20.38,1
cv2,control,15.8,1
cv2,control,14.25,0
cv2,control,13.55,0
cv2,control,18.91,1
cv2,control,16.02,0
cv2,control,15.28,1
cv2,control,16,1
cv2,control,8.57,0
cv2,control,17.66,0
cv2,control,16.19,1
cv2,control,12.98,0
cv2,control,20.27,1
cv2,control,8.77,0
cv2,control,16.25,0
cv2,control,21.2,1
cv2,control,13.33,0
cv2,control,10.44,0
cv2,control,17.09,1
cv2,control,17.12,1
cv2,control,18,1
cv2,control,18.38,0
cv2,control,15.21,0
cv2,control,6.13,0
cv2,control,19.34,1
cv2,control,12.3,0
cv2,control,14.9,0
cv2,control,20.21,1
cv2,control,14.33,0
cv2,control,17.51,1
cv2,control,15.34,0
cv2,control,15.53,0
cv2,control,18.31,1
cv2,control,17.72,1
cv2,control,18.85,1
cv2,control,10.51,0
cv2,control,13.61,1
cv2,control,17.88,1
cv2,control,16.94,0
cv2,control,18.35,1
cv2,control,14.84,1
cv2,control,19.1,1
cv2,control,12.34,0
cv2,control,15.71,0
cv2,control,20.41,1
cv2,control,18.03,1
cv2,control,16.53,0
cv2,control,14.07,1
cv2,control,18.02,1
cv2,control,18.57,1
cv2,control,17.07,1
cv2,control,10.89,0
cv2,control,18.91,1
cv2,control,15.2,0
cv2,control,16.52,1
cv2,control,18.18,0
cv2,control,13.16,1
cv2,control,16.05,1
cv2,control,8.57,0
cv2,control,14.36,0
cv2,control,12.32,0
cv2,control,19.81,1
cv2,control,14.2,1
cv2,control,19.27,1
cv2,control,17.54,1
cv2,control,8.76,0
cv2,control,13.8,0
cv2,control,21.72,1
cv2,control,13.31,0
cv2,control,17.88,1
cv2,control,10,0
cv2,control,18.09,1
cv2,control,12.13,0
cv2,control,12.99,0
cv2,control,10.48,0
cv2,control,16,0
cv2,control,7.13,0
cv2,control,19.12,1
cv2,control,15.34,1
cv2,control,10.19,0
cv2,control,19.25,1
cv2,control,12.56,1
cv2,control,15.49,1
cv2,control,17.15,1
cv2,control,18.42,0
cv2,control,10.32,1
cv2,control,15.46,1
cv2,control,18.86,0
cv2,control,19.28,1
cv2,control,12.04,0
cv2,control,17.34,1
cv2,control,12.51,0
cv2,control,18.49,1
cv2,control,14.14,0
cv2,control,16.1,1
cv2,control,20.3,1
cv2,control,18.48,1
cv2,control,12.74,0
cv2,control,17.57,0
cv2,control,14.87,0
cv2,control,18.08,1
cv2,control,19.21,1
cv2,control,19.56,1
cv2,control,18.27,0
cv2,control,18.42,1
cv2,control,17.66,1
cv2,control,12.11,0
cv2,control,17.71,1
cv2,control,16.2,0
cv2,control,18.92,1
cv2,control,15.14,0
cv2,control,10.56,0
cv2,control,19.77,1
cv2,control,17.92,1
cv2,control,18.58,1
cv2,control,14.23,0
cv2,control,18.75,1
cv2,control,19.78,1
cv2,control,20.12,1
cv2,control,15.87,1
cv2,control,11.85,0
cv2,control,17.16,1
cv2,control,15.16,0
cv2,control,17.88,0
cv2,control,18.88,1
cv2,control,20.85,1
cv2,control,15.28,1
cv2,control,14.77,1
cv2,control,12.93,0
cv2,control,16.96,0
cv2,control,12.18,0
cv2,control,14.23,0
cv2,control,12.27,0
cv2,control,17.65,0
cv2,control,21.37,1
cv2,control,20.92,1
cv2,control,13.96,0
cv2,control,19.06,1
cv2,control,17.92,1
cv2,control,15.15,1
cv2,control,19.96,1
cv2,control,19.24,0
cv2,control,13.92,0
cv2,control,13.11,0
cv2,control,19.65,1
cv2,control,17.65,0
cv2,control,17.41,1
cv2,control,17.79,1
cv2,control,16.87,0
cv2,control,18.08,1
cv2,control,19.62,1
cv2,control,17.57,0
cv2,control,17.08,1
cv2,control,19.91,1
cv2,control,9.24,0
cv2,control,15.98,0
cv2,control,19.96,1
cv2,control,20.33,1
cv2,control,20.86,1
cv2,control,20.97,1
cv2,control,16.78,1
cv2,control,17.27,1
cv2,control,23.8,1
cv2,control,12.55,0
cv2,control,21.08,1
cv2,control,13.93,1
cv2,control,16.79,1
cv2,control,16.86,1
cv2,control,14.92,0
cv2,control,18.49,1
cv2,control,15.61,1
cv2,control,19.82,1
cv2,control,19.95,1
cv2,control,15.58,0
cv2,control,22.03,1
cv2,control,19.71,1
cv2,control,19.1,1
cv2,control,14.13,0
cv2,control,21.75,1
cv2,control,13.57,0
cv2,control,13.6,0
cv2,control,19.74,1
cv2,control,16.98,0
cv2,control,16.41,1
cv2,control,19.43,1
cv2,control,18.4,0
cv2,control,14.76,1
cv2,control,21.19,1
cv2,control,14.36,1
cv2,control,19.69,1
cv2,control,19.33,1
cv2,control,20.48,1
cv2,control,20.75,1
cv2,control,16.77,1
cv2,control,21.13,1
cv2,control,17.69,1
cv2,control,14.49,0
cv2,control,12.95,0
cv2,control,20.1,1
cv2,control,15.77,0
cv2,control,14.87,0
cv2,control,13.94,0
cv2,control,17.21,0
cv2,control,12.95,0
cv2,control,22.12,1
cv2,control,17.36,1
cv2,control,20.86,1
cv2,control,16.91,0
cv2,control,13.6,0
cv2,control,12.45,0
cv2,control,18.25,0
cv2,control,22.61,1
cv2,control,17.89,1
cv2,control,17.44,1
cv2,control,19.65,1
cv2,control,17.42,0
cv2,control,16.86,1
cv2,control,20.54,1
cv2,control,21.63,1
cv2,control,11.23,0
cv2,control,21.57,1
cv2,control,15.96,1
cv2,control,16.04,0
cv2,control,17.82,1
cv2,control,14.11,0
cv2,control,16.43,1
cv2,control,15.71,0
cv2,control,20.96,1
cv2,control,12.69,0
cv2,control,17.76,1
cv2,control,16.37,1
cv2,control,14.94,1
cv2,control,20.35,1
cv2,control,13.46,0
cv2,control,13.31,0
cv2,control,18.03,1
cv2,control,14.67,1
cv2,control,18.28,1
cv2,control,16.85,1
cv2,control,17.88,1
cv2,control,15.67,1
cv2,control,18.92,1
cv2,control,19.88,1
cv2,control,19.62,1
cv2,control,17.35,1
cv2,control,14.75,0
cv2,control,20.65,1
cv2,control,19.31,1
cv2,control,17.59,1
cv2,control,19.19,1
cv2,control,13.02,0
cv2,control,20.85,1
cv2,control,21.84,1
cv2,control,18.26,1
cv2,control,19.4,1
cv2,control,18.88,1
cv2,control,18.03,0
cv2,control,18.04,1
cv2,control,12.9,1
cv2,control,15.52,0
cv2,control,13.08,1
cv2,control,10.96,1
cv2,control,20.41,1
cv2,control,12.8,0
cv2,control,15.79,1
cv2,control,14.59,0
cv2,control,11.45,0
cv2,control,12.73,0
cv2,control,19.39,0
cv2,control,19.29,1
cv2,control,13.14,1
cv2,control,18.25,1
cv2,control,13.01,0
cv2,control,21.23,1
cv2,control,13.79,0
cv2,control,15.84,1
cv2,control,14.24,0
cv2,control,13.01,0
cv2,control,16.99,0
cv2,control,18.67,0
cv2,control,18.72,1
cv2,control,17.64,1
cv2,control,18.33,1
cv2,control,18.14,1
cv2,control,11.48,0
cv2,control,18.24,1
cv2,control,11.27,0
cv2,control,13.62,0
cv2,control,11.37,0
cv2,control,18.31,0
cv2,control,15.94,1
cv2,control,16.53,1
cv2,control,16.83,0
cv2,control,14.79,0
cv2,control,10.71,0
cv2,control,12.68,0
cv2,control,12.56,0
cv2,control,18.35,1
cv2,control,20.03,1
cv2,control,16.9,0
cv2,control,19.67,1
cv2,control,15.42,1
cv2,control,5.51,0
cv2,control,17.09,1
cv2,control,7.4,0
cv2,control,17.19,1
cv2,control,17.15,0
cv2,control,10.86,0
cv2,control,16.42,1
cv2,control,16.49,1
cv2,control,16.56,0
cv2,control,18.63,1
cv2,control,10.91,0
cv2,control,14.79,0
cv2,control,11.94,0
cv2,control,16.63,0
cv2,control,14.44,0
cv2,control,16.1,1
cv2,control,8.48,0
cv2,control,11.29,0
cv2,control,11.78,0
cv2,control,10.88,0
cv2,control,16.58,0
cv2,control,15.46,1
cv2,control,8.76,0
cv2,control,12.07,0
cv2,control,17.72,0
cv2,control,15.92,1
cv2,control,20.2,0
cv2,control,19.57,1
cv2,control,15.69,0
cv2,control,15.14,1
cv2,control,18.36,1
cv2,control,21.2,1
cv2,control,13.86,0
cv2,control,14.43,0
cv2,control,15.61,1
cv2,control,16.81,0
cv2,control,7.3,0
cv2,control,20.1,1
cv2,control,20.28,1
cv2,control,18.99,1
cv2,control,22.11,1
cv2,control,21.45,1
cv2,control,18.01,1
cv2,control,14.36,1
cv2,control,18.52,1
cv2,control,13.85,0
cv2,control,7.47,0
cv2,control,19.09,0
cv2,control,18.55,1
cv2,control,17.87,1
cv2,control,14.65,1
cv2,control,17.28,1
cv2,control,18.34,1
cv2,control,19.25,1
cv2,control,19.79,1
cv2,control,15.24,1
cv2,control,18.47,1
cv2,control,19.96,1
cv2,control,20.61,1
cv2,control,10.79,0
cv2,control,19.66,1
cv2,control,8.24,0
cv2,control,14.56,0
cv2,control,16.77,0
cv2,control,12.3,0
cv2,control,8.06,0
cv2,control,19.48,1
cv2,control,17.33,1
cv2,control,19.39,1
cv2,control,21.75,1
cv2,control,19.7,1
cv2,control,16.69,1
cv2,control,20.37,1
cv2,control,18.19,0
cv2,control,20.5,1
cv2,control,15.83,0
cv2,control,11.42,0
cv2,control,18.58,1
cv2,control,19.77,1
cv2,control,14.4,0
cv2,control,21.18,1
cv2,control,16.61,0
cv2,control,16.02,1
cv2,control,18.31,1
cv2,control,15.24,1
cv2,control,17.49,1
cv2,control,18.96,1
cv2,control,21.41,1
cv2,control,16.61,0
cv2,control,20.56,1
cv2,control,15.66,0
cv2,control,20.14,1
cv2,control,18.56,1
cv2,control,9.41,0
cv2,control,18.05,1
cv2,control,17.29,0
cv2,control,18.96,1
cv2,control,13.13,0
cv2,control,20.01,1
cv2,control,16.97,1
cv2,control,15.11,0
cv2,control,15.87,0
cv2,control,18.77,1
cv2,control,17.91,0
cv2,control,18.49,1
cv2,control,17.39,1
cv2,control,18.48,1
cv2,control,17.8,1
cv2,control,18.43,1
cv2,control,16.49,1
cv2,control,17.8,0
cv2,control,11.23,0
cv2,control,13.57,0
cv2,control,10.46,0
cv2,control,16.09,0
cv2,control,19.38,1
cv2,control,19.23,1
cv2,control,17.48,1
cv2,control,20.42,1
cv2,control,15.73,0
cv2,control,18.82,0
cv2,control,16.21,0
cv2,control,14.58,0
cv2,control,15.87,0
cv2,control,12.57,1
cv2,control,20.02,1
cv2,control,13.56,0
cv2,control,20.56,1
cv2,control,15.31,1
cv2,control,18.84,1
cv2,control,13.9,0
cv2,control,15.5,1
cv2,control,15.23,0
cv2,control,16.58,1
cv2,control,19.97,1
cv2,control,14.33,0
cv2,control,11.8,0
cv2,control,17.37,0
cv2,control,17.48,1
cv2,control,19.87,1
cv2,control,20.54,1
cv2,control,17.34,1
cv2,control,16.06,0
cv2,control,15.82,0
cv2,control,15.61,1
cv2,control,16.61,0
cv2,control,20.28,1
cv2,control,14.71,0
cv2,control,16.24,0
cv2,control,18.28,0
cv2,control,20.38,1
cv2,control,14.94,0
cv2,control,19.03,1
cv2,control,16.54,0
cv2,control,14.25,0
cv2,control,14.04,0
cv2,control,12.16,1
cv2,control,21.86,1
cv2,control,16.88,1
cv2,control,14.48,0
cv2,control,17.81,1
cv2,control,13.08,0
cv2,control,8.12,0
cv2,control,11.88,0
cv2,control,13.99,0
cv2,control,17.01,0
cv2,control,12.28,0
cv2,control,13.32,0
cv2,control,11.46,0
cv2,control,15.09,0
cv2,control,19.02,0
cv2,control,11.85,0
cv2,control,18.11,1
cv2,control,19.22,1
cv2,control,19.19,1
cv2,control,16.67,0
cv2,control,19.85,1
cv2,control,18.11,0
cv2,control,13.15,0
cv2,control,19.27,1
cv2,control,15.89,1
cv2,control,18.96,1
cv2,control,19.63,1
cv2,control,16.22,1
cv2,control,16.26,0
cv2,control,11.56,0
cv2,control,18.83,0
cv2,control,9.94,0
cv2,control,15.18,0
cv2,control,16.47,1
cv2,control,19.53,1
cv2,control,19.77,1
cv2,control,20.98,1
cv2,control,18.18,1
cv2,control,17.69,1
cv2,control,17.35,1
cv2,control,21.62,1
cv2,control,21.39,1
cv2,control,19.87,1
cv2,control,15.79,0
cv2,control,17.32,1
cv2,control,19.44,1
cv2,control,17.35,1
cv2,control,20.86,1
cv2,control,18.89,1
cv2,control,18.73,1
cv2,control,20.38,1
cv2,control,18.18,1
cv2,control,5.77,0
cv2,control,19.38,1
cv2,control,20.12,1
cv2,control,19.49,1
cv2,control,22.16,1
cv2,control,17.98,1
cv2,control,12.62,1
cv2,control,13.32,0
cv2,control,16.53,1
cv2,control,15.59,1
cv2,control,9.07,0
cv2,control,10.33,0
cv2,control,16.31,0
cv2,control,21.63,1
cv2,control,20.67,1
cv2,control,18.77,0
cv2,control,20.47,1
cv2,control,11.83,0
cv2,control,18.43,1
cv2,control,12.93,0
cv2,control,18.67,1
cv2,control,19.39,1
cv2,control,20.15,1
cv2,control,11.61,0
cv2,control,17.48,1
cv2,control,18.11,1
cv2,control,17.88,1
cv2,control,17.2,0
cv2,control,14.48,0
cv2,control,13.17,0
cv2,control,15.04,1
cv2,control,17.72,1
cv2,control,16.95,1
cv2,control,17.12,1
cv2,control,14.48,1
cv2,control,10.36,0
cv2,control,18.59,1
cv2,control,19.3,1
cv2,control,11.76,0
cv2,control,11.91,0
cv2,control,16.02,1
cv2,control,16.2,1
cv2,control,16.08,1
cv2,control,19.71,1
cv2,control,17.52,0
cv2,control,9.41,0
cv2,control,17.38,0
cv2,control,18.63,0
cv2,control,20.03,1
cv2,control,19.86,1
cv2,control,17.88,1
cv2,control,17.35,0
cv2,control,11.43,1
cv2,control,13.25,1
cv2,control,13.73,0
cv2,control,11.04,0
cv2,control,9.94,0
cv2,control,15.49,1
cv2,control,14.94,1
cv2,control,17.99,1
cv2,control,11.43,0
cv2,control,16.2,1
cv2,control,19.61,1
cv2,control,17.33,0
cv2,control,13.36,1
cv2,control,18.39,1
cv2,control,19.81,1
cv2,control,15.39,0
cv2,control,17.6,1
cv2,control,16.46,1
cv2,control,15.25,1
cv2,control,12.66,0
cv2,control,17.46,0
cv2,control,14.06,1
cv2,control,18.02,1
cv2,control,19.27,1
cv2,control,12.91,1
cv2,control,21.22,1
cv2,control,15.25,1
cv2,control,19.47,1
cv2,control,19.61,1
cv2,control,14.27,1
cv2,control,17.05,1
cv2,control,11.44,0
cv2,control,10.67,0
cv2,control,10.03,0
cv2,control,15.93,1
cv2,control,13.61,0
cv2,control,21.92,1
cv2,control,17.19,1
cv2,control,11.97,1
cv2,control,18.18,1
cv2,control,21.67,1
cv2,control,15.95,0
cv2,control,16.52,1
cv2,control,10.36,1
cv2,control,14.68,1
cv2,control,17.22,1
cv2,control,22.59,1
cv2,control,15.61,0
cv2,control,14.03,1
cv2,control,11.47,0
cv2,control,10.31,0
cv2,control,18.18,1
cv2,control,11.41,0
cv2,control,11.57,0
cv2,control,14.66,1
cv2,control,20.78,1
cv2,control,16.94,1
cv2,control,10.12,1
cv2,control,8.51,0
cv2,control,9.87,0
cv2,control,16.79,1
cv2,control,11.7,1
cv2,control,7.88,0
cv2,control,15.93,1
cv2,control,13.18,1
cv2,control,17.93,1
cv2,control,13.4,1
cv2,control,16.94,1
cv2,control,15.58,1
cv2,control,15.39,1
cv2,control,9.69,0
cv2,control,9.6,0
cv2,control,14.33,1
cv2,control,14.09,0
cv2,control,15.03,1
cv2,control,16.97,0
cv2,control,18.25,1
cv2,control,11.93,0
cv2,control,19.24,1
cv2,control,14.76,0
cv2,control,13.07,1
cv2,control,20.49,1
cv2,control,15.4,1
cv2,control,19.67,1
cv2,control,18.96,1
cv2,control,17.57,1
cv2,control,13.35,0
cv2,control,14.81,0
cv2,control,7.97,1
cv2,control,16.82,1
cv2,control,18.73,1
cv2,control,15.46,1
cv2,control,12.62,0
cv2,control,14.07,1
cv2,control,11.02,1
cv2,control,14.35,0
cv2,control,13.31,1
cv2,control,16.87,1
cv2,control,20.04,1
cv2,control,13.59,0
cv2,control,7.14,0
cv2,control,14.47,0
cv2,control,14.48,0
cv2,control,20.2,1
cv2,control,19.49,1
cv2,control,17.32,1
cv2,control,17.73,1
cv2,control,15.35,1
cv2,control,14.83,0
cv2,control,14.1,1
cv2,control,19.93,1
cv2,control,8.66,0
cv2,control,21.23,1
cv2,control,17.81,1
cv2,control,13.96,0
cv2,control,20.82,1
cv2,control,17.27,1
cv2,control,9.57,0
cv2,control,11,0
cv2,control,20.11,1
cv2,control,14.02,1
cv2,control,18,1
cv2,control,11.27,1
cv2,control,20.16,1
cv2,control,13.61,1
cv2,control,13.74,0
cv2,control,14.01,0
cv2,control,16.63,1
cv2,control,14.94,1
cv2,control,8.3,0
cv2,control,14.68,1
cv2,control,17.95,1
cv2,control,19.56,1
cv2,control,15.72,1
cv2,control,16.86,1
cv2,control,17.79,1
cv2,control,18.48,0
cv2,control,18.36,1
cv2,control,12.57,1
cv2,control,20.11,1
cv2,control,11.02,1
cv2,control,11.78,1
cv2,control,17.05,0
cv2,control,6.5,0
cv2,control,8.94,0
cv2,control,18.11,1
cv2,control,15.56,1
cv2,control,9.35,0
cv2,control,11.53,0
cv2,control,16.39,1
cv2,control,20.98,1
cv2,control,17.73,1
cv2,control,18.97,1
cv2,control,17.64,1
cv2,control,14.47,1
cv2,control,13.4,0
cv2,control,9.02,0
cv2,control,16.25,1
cv2,control,12.28,1
cv2,control,14.19,1
cv2,control,17.53,0
cv2,control,18.03,1
cv2,control,12.65,0
cv2,control,17.08,0
cv2,control,12.42,1
cv2,control,13,1
cv2,control,16.21,1
cv2,control,8.65,1
cv2,control,17.22,0
cv2,control,12.95,0
cv2,control,16.52,1
cv2,control,9.62,0
cv2,control,13.35,0
cv2,control,10.93,1
cv2,control,16.07,1
cv2,control,13.8,0
cv2,control,12.69,0
cv2,control,12.35,0
cv2,control,15.57,1
cv2,control,14.84,0
cv2,control,5.47,0
cv2,control,16.5,1
cv2,control,20.04,1
cv2,control,10.74,0
cv2,control,16.62,1
cv2,control,7.91,0
cv2,control,14.26,0
cv2,control,12.61,0
cv2,control,10.46,0
cv2,control,7.71,0
cv2,control,10.14,0
cv2,control,6.59,0
cv2,control,15.63,0
cv2,control,15.91,0
cv2,control,20.8,1
cv2,control,6.71,0
cv2,control,8.7,0
cv2,control,12,0
cv2,control,11.24,0
cv2,control,16.44,1
cv2,control,5.81,0
cv2,control,16.79,1
cv2,control,11.54,0
cv2,control,10.99,1
cv2,control,19.42,1
cv2,control,19.73,1
cv2,control,11.7,0
cv2,control,18.88,1
cv2,control,10.93,0
cv2,control,13.38,0
cv2,control,14.7,1
cv2,control,14.23,1
cv2,control,17.85,1
cv2,control,10.36,0
cv2,control,20.24,1
cv2,control,17.56,1
cv2,control,14.26,0
cv2,control,16.63,1
cv2,control,14.68,1
cv2,control,20.74,1
cv2,control,17.01,1
cv2,control,8.75,0
cv2,control,15.95,1
cv2,control,14.79,0
cv2,control,14.47,1
cv2,control,15.94,1
cv2,control,14.77,1
cv2,control,8.04,0
cv2,control,14.86,1
cv2,control,14.08,1
cv2,control,15.97,0
cv2,control,10.64,0
cv2,control,12.61,1
cv2,control,16.26,1
cv2,control,12.02,0
cv2,control,7.45,0
cv2,control,16.88,1
cv2,control,10.85,0
cv2,control,15.69,1
cv2,control,17.41,1
cv2,control,10.1,0
cv2,control,17.72,1
cv2,control,17.35,1
cv2,control,16.07,1
cv2,control,11.54,0
cv2,control,9.23,1
cv2,control,14.7,1
cv2,control,16.5,1
cv2,control,19.35,1
cv2,control,18.25,0
cv2,control,8.69,0
cv2,control,8.97,0
cv2,control,17.26,1
cv2,control,6.53,0
cv2,control,17.1,1
cv2,control,13.4,0
cv2,control,14.53,1
cv2,control,11.3,0
cv2,control,15.56,1
cv2,control,15.87,1
cv2,control,16.99,1
cv2,control,8.85,0
cv2,control,4.79,0
cv2,control,11.07,1
cv2,control,14.48,1
cv2,control,11.36,0
cv2,control,12.77,0
cv2,control,17.19,1
cv2,control,11.38,1
cv2,control,17.31,1
cv2,control,13.65,1
cv2,control,15.02,1
cv2,control,16.78,1
cv2,control,10.83,0
cv2,control,19.16,1
cv2,control,9.77,0
cv2,control,7.4,0
cv2,control,13.59,1
cv2,control,15.2,1
cv2,control,8.78,0
cv2,control,6.69,0
cv2,control,15.08,0
cv2,control,7.53,0
cv2,control,16.62,1
cv2,control,14.16,1
cv2,control,15.64,1
cv2,control,16.72,1
cv2,control,13.02,0
cv2,control,15.4,1
cv2,control,13.2,0
cv2,control,17.1,1
cv2,control,10.52,0
cv2,control,21.14,1
cv2,control,10.9,1
