type,area,area_reduction
Triticum aestivum,15.48466606,0
Triticum aestivum,13.72283156,0
Triticum aestivum,20.27437695,0
Triticum aestivum,15.37842479,1
Triticum aestivum,20.63736798,0
Triticum aestivum,18.65419748,0
Triticum aestivum,18.24693926,0
Triticum aestivum,13.04997014,0
Triticum aestivum,14.54620145,0
Triticum aestivum,20.78787645,0
Triticum aestivum,18.0344567,0
Triticum aestivum,16.90121642,0
Triticum aestivum,19.63692929,0
Triticum aestivum,18.22923238,0
Triticum aestivum,16.05128621,0
Triticum aestivum,10.35852447,0
Triticum aestivum,18.32662021,0
Triticum aestivum,12.73124631,0
Triticum aestivum,19.15884355,0
Triticum aestivum,19.93794624,0
Triticum aestivum,19.03489539,0
Triticum aestivum,18.04331014,0
Triticum aestivum,15.90077773,0
Triticum aestivum,14.2894517,1
Triticum aestivum,16.46739787,0
Triticum aestivum,17.84853447,0
Triticum aestivum,17.80426727,0
Triticum aestivum,11.81048858,1
Triticum aestivum,15.90963117,0
Triticum aestivum,18.25579269,1
Triticum aestivum,12.89060823,0
Triticum aestivum,13.03226326,0
Triticum aestivum,21.24825532,0
Triticum aestivum,10.96055837,1
Triticum aestivum,20.64622142,0
Triticum aestivum,17.25535401,0
Triticum aestivum,18.19381862,0
Triticum aestivum,20.6639283,0
Triticum aestivum,21.94767706,0
Triticum aestivum,18.05216358,0
Triticum aestivum,18.04331014,0
Triticum aestivum,16.25491532,1
Triticum aestivum,12.6161516,0
Triticum aestivum,20.11501504,0
Triticum aestivum,16.8303889,0
Triticum aestivum,18.28235301,0
Triticum aestivum,12.24430713,1
Triticum aestivum,18.38859429,0
Triticum aestivum,20.98265213,0
Triticum aestivum,16.10440684,0
Triticum aestivum,19.62807585,0
Triticum aestivum,14.82065809,0
Triticum aestivum,15.14823535,0
Triticum aestivum,14.07696915,0
Triticum aestivum,15.5377867,1
Triticum aestivum,17.40586248,0
Triticum aestivum,18.0787239,0
Triticum aestivum,17.97248262,0
Triticum aestivum,19.91138592,0
Triticum aestivum,17.13140585,0
Triticum aestivum,21.38991035,0
Triticum aestivum,17.69802599,1
Triticum aestivum,17.91050855,0
Triticum aestivum,16.25491532,0
Triticum aestivum,18.96406787,0
Triticum aestivum,16.98089738,0
Triticum aestivum,18.09643078,0
Triticum aestivum,17.48554344,0
Triticum aestivum,17.19337993,0
Triticum aestivum,20.33635103,0
Triticum aestivum,19.91138592,0
Triticum aestivum,14.59932209,0
Triticum aestivum,13.89104691,0
Triticum aestivum,18.05216358,0
Triticum aestivum,14.97116656,0
Triticum aestivum,20.6196611,0
Triticum aestivum,21.06233309,0
Triticum aestivum,14.77639089,0
Triticum aestivum,21.74404794,0
Triticum aestivum,19.82285152,0
Triticum aestivum,13.27130613,0
Triticum aestivum,18.50368901,0
Triticum aestivum,18.30005989,0
Triticum aestivum,16.57363915,1
Triticum aestivum,16.12211372,1
Triticum aestivum,19.9290928,0
Triticum aestivum,17.70687943,0
Triticum aestivum,14.80295121,0
Triticum aestivum,22.5142972,0
Triticum aestivum,20.77016957,0
Triticum aestivum,12.68697911,0
Triticum aestivum,19.14999011,0
Triticum aestivum,18.6364906,0
Triticum aestivum,16.00701901,0
Triticum aestivum,16.94548362,0
Triticum aestivum,17.09599209,0
Triticum aestivum,15.41383855,0
Triticum aestivum,11.84590234,1
Triticum aestivum,16.07784652,0
Triticum aestivum,12.20003993,0
Triticum aestivum,16.47625131,1
Triticum aestivum,19.29164514,0
Triticum aestivum,19.1942573,0
Triticum aestivum,16.93663018,0
Triticum aestivum,19.30935202,0
Triticum aestivum,17.29076777,0
Triticum aestivum,16.8303889,0
Triticum aestivum,21.1331606,0
Triticum aestivum,15.29874383,0
Triticum aestivum,17.6094916,0
Triticum aestivum,13.30671989,0
Triticum aestivum,14.19206387,1
Triticum aestivum,19.36247266,0
Triticum aestivum,16.7418545,0
Triticum aestivum,17.95477574,0
Triticum aestivum,17.08713865,0
Triticum aestivum,18.42400805,0
Triticum aestivum,18.96406787,0
Triticum aestivum,18.91980067,1
Triticum aestivum,17.32618152,0
Triticum aestivum,19.2827917,0
Triticum aestivum,16.24606188,0
Triticum aestivum,23.48817557,0
Triticum aestivum,19.1942573,0
Triticum aestivum,14.8472184,0
Triticum aestivum,14.31601202,0
Triticum aestivum,16.79497514,0
Triticum aestivum,19.44215362,0
Triticum aestivum,16.02472589,0
Triticum aestivum,18.53024933,0
Triticum aestivum,15.81224333,0
Triticum aestivum,23.33766709,0
Triticum aestivum,19.89367904,0
Triticum aestivum,17.85738791,0
Triticum aestivum,16.73300106,0
Triticum aestivum,14.25403794,0
Triticum aestivum,16.42313067,0
Triticum aestivum,17.16681961,0
Triticum aestivum,17.5209572,0
Triticum aestivum,16.9631905,0
Triticum aestivum,16.76841482,0
Triticum aestivum,19.84941184,0
Triticum aestivum,15.36957135,1
Triticum aestivum,16.44969099,1
Triticum aestivum,18.28235301,0
Triticum aestivum,20.86755741,0
Triticum aestivum,20.86755741,0
Triticum aestivum,18.40630117,0
Triticum aestivum,10.51788638,1
Triticum aestivum,13.62544372,0
Triticum aestivum,21.40761723,0
Triticum aestivum,20.89411773,0
Triticum aestivum,20.87641085,0
Triticum aestivum,10.43820543,1
Triticum aestivum,20.49571294,0
Triticum aestivum,17.53866408,0
Triticum aestivum,19.14113667,0
Triticum aestivum,20.08845472,0
Triticum aestivum,20.86755741,0
Triticum aestivum,20.84985053,0
Triticum aestivum,15.21020943,0
Triticum aestivum,14.44881362,0
Triticum aestivum,20.95609181,0
Triticum aestivum,14.88263216,1
Triticum aestivum,18.99062819,0
Triticum aestivum,15.72370894,0
Triticum aestivum,19.2827917,0
Triticum aestivum,21.58468603,0
Triticum aestivum,16.79497514,1
Triticum aestivum,19.81399809,0
Triticum aestivum,18.02560326,0
Triticum aestivum,21.34564316,0
Triticum aestivum,11.99641082,0
Triticum aestivum,18.02560326,0
Triticum aestivum,14.23633106,0
Triticum aestivum,21.15086748,0
Triticum aestivum,11.82819546,1
Triticum aestivum,16.99860426,0
Triticum aestivum,13.74939188,0
Triticum aestivum,19.38903298,0
Triticum aestivum,11.34125628,1
Triticum aestivum,21.76175482,0
Triticum aestivum,19.17655043,0
Triticum aestivum,18.15840486,0
Triticum aestivum,10.46476574,0
Triticum aestivum,20.46029918,0
Triticum aestivum,17.21108681,0
Triticum aestivum,12.47449656,1
Triticum aestivum,18.75158532,0
Triticum aestivum,19.98221344,0
Triticum aestivum,20.43373887,0
Triticum aestivum,14.54620145,0
Triticum aestivum,9.34923234,1
Triticum aestivum,14.4222533,0
Triticum aestivum,21.72634106,0
Triticum aestivum,19.59266209,0
Triticum aestivum,17.74229319,0
Triticum aestivum,22.59397816,0
Triticum aestivum,15.77682957,0
Triticum aestivum,18.66305092,0
Triticum aestivum,15.45810574,0
Triticum aestivum,17.45012968,0
Triticum aestivum,22.6028316,0
Triticum aestivum,20.22125631,0
Triticum aestivum,17.12255241,0
Triticum aestivum,19.39788642,0
Triticum aestivum,20.53998014,0
Triticum aestivum,18.25579269,0
Triticum aestivum,17.44127624,0
Triticum aestivum,17.31732809,0
Triticum aestivum,16.73300106,1
Triticum aestivum,17.21108681,0
Triticum aestivum,12.5718844,1
Triticum aestivum,17.77770695,0
Triticum aestivum,19.52183457,0
Triticum aestivum,15.73256238,0
Triticum aestivum,20.43373887,0
Triticum aestivum,15.27218351,0
Triticum aestivum,18.39744773,0
Triticum aestivum,11.235015,0
Triticum aestivum,12.22660025,1
Triticum aestivum,17.09599209,0
Triticum aestivum,19.21196418,0
Triticum aestivum,17.21108681,0
Triticum aestivum,19.69890337,0
Triticum aestivum,11.235015,1
Triticum aestivum,20.28323039,0
Triticum aestivum,17.75114663,0
Triticum aestivum,17.63605191,0
Triticum aestivum,18.49483557,0
Triticum aestivum,13.04997014,0
Triticum aestivum,22.08933209,0
Triticum aestivum,17.01631113,0
Triticum aestivum,16.61790635,0
Triticum aestivum,8.481595248,1
Triticum aestivum,13.47493525,1
Triticum aestivum,19.46871394,0
Triticum aestivum,21.0888934,0
Triticum aestivum,12.75780663,0
Triticum aestivum,20.77016957,0
Triticum aestivum,17.51210376,0
Triticum aestivum,13.66085748,1
Triticum aestivum,18.48598213,0
Triticum aestivum,16.67102699,0
Triticum aestivum,14.76753745,1
Triticum aestivum,22.31952152,0
Triticum aestivum,14.76753745,0
Triticum aestivum,16.13096716,0
Triticum aestivum,19.57495521,0
Triticum aestivum,18.45056837,0
Triticum aestivum,12.40366904,0
Triticum aestivum,18.53024933,0
Triticum aestivum,22.18671993,0
Triticum aestivum,17.88394823,0
Triticum aestivum,19.99106688,0
Triticum aestivum,16.1840878,0
Triticum aestivum,20.81443677,0
Triticum aestivum,20.5311267,0
Triticum aestivum,18.60993028,0
Triticum aestivum,9.34923234,1
Triticum aestivum,14.85607184,0
Triticum aestivum,18.04331014,0
Triticum aestivum,13.8644866,1
Triticum aestivum,15.4935195,1
Triticum aestivum,15.72370894,0
Triticum aestivum,17.80426727,0
Triticum aestivum,17.95477574,0
Triticum aestivum,18.97292131,0
Triticum aestivum,20.89411773,0
Triticum aestivum,21.84143578,0
Triticum aestivum,14.88263216,1
Triticum aestivum,17.5209572,0
Triticum aestivum,14.74983057,0
Triticum aestivum,12.96143574,0
Triticum aestivum,14.57276177,0
Triticum aestivum,20.07074784,0
Triticum aestivum,16.06899309,0
Triticum aestivum,14.28059826,0
Triticum aestivum,18.51254245,0
Triticum aestivum,15.48466606,0
Triticum aestivum,23.00123638,0
Triticum aestivum,16.56478571,0
Triticum aestivum,17.31732809,0
Triticum aestivum,19.89367904,0
Triticum aestivum,14.05926227,1
Triticum aestivum,15.92733805,0
Triticum aestivum,10.33196415,0
Triticum aestivum,17.14025929,0
Triticum aestivum,18.08757734,0
Triticum aestivum,19.58380865,0
Triticum aestivum,15.5377867,0
Triticum aestivum,18.89324035,0
Triticum aestivum,13.91760723,0
Triticum aestivum,16.75070794,0
Triticum aestivum,17.30847465,0
Triticum aestivum,11.93443674,0
Triticum aestivum,17.45012968,0
Triticum aestivum,14.09467603,0
Triticum aestivum,12.45678968,0
Triticum aestivum,18.02560326,0
Triticum aestivum,20.85870397,0
Triticum aestivum,20.83214365,0
Triticum aestivum,13.96187443,1
Triticum aestivum,12.62500504,0
Triticum aestivum,18.88438691,0
Triticum aestivum,17.20223337,0
Triticum aestivum,12.35940184,1
Triticum aestivum,15.4492523,0
Triticum aestivum,15.56434702,0
Triticum aestivum,13.2181855,0
Triticum aestivum,20.38947167,0
Triticum aestivum,15.42269199,0
Triticum aestivum,16.90121642,0
Triticum aestivum,19.2385245,0
Triticum aestivum,16.3168894,0
Triticum aestivum,16.1398206,1
Triticum aestivum,15.61746766,0
Triticum aestivum,16.19294124,0
Triticum aestivum,18.01674982,0
Triticum aestivum,17.33503496,0
Triticum aestivum,20.15928223,0
Triticum aestivum,17.93706887,0
Triticum aestivum,19.18540387,0
Triticum aestivum,9.791904326,1
Triticum aestivum,13.731685,1
Triticum aestivum,17.3438884,0
Triticum aestivum,10.95170493,1
Triticum aestivum,14.00614163,0
Triticum aestivum,17.49439688,0
Triticum aestivum,11.64227323,0
Triticum aestivum,16.07784652,0
Triticum aestivum,13.30671989,0
Triticum aestivum,16.90121642,0
Triticum aestivum,15.03314064,0
Triticum aestivum,19.79629121,0
Triticum aestivum,11.31469596,1
Triticum aestivum,18.22923238,0
Triticum aestivum,18.14069798,0
Triticum aestivum,12.9525823,0
Triticum aestivum,14.87377872,0
Triticum aestivum,19.06145571,0
Triticum aestivum,20.63736798,0
Triticum aestivum,14.28059826,0
Triticum aestivum,20.64622142,0
Triticum aestivum,16.21950156,1
Triticum aestivum,18.43286149,0
Triticum aestivum,12.87290135,0
Triticum aestivum,21.9565305,0
Triticum aestivum,18.26464613,0
Triticum aestivum,13.25359926,1
Triticum aestivum,15.23676975,0
Triticum aestivum,14.44881362,0
Triticum aestivum,13.43952149,0
Triticum aestivum,17.05172489,0
Triticum aestivum,20.77902301,0
Triticum aestivum,19.31820546,0
Triticum aestivum,20.19469599,0
Triticum aestivum,16.28147564,0
Triticum aestivum,22.40805592,0
Triticum aestivum,15.04199408,0
Triticum aestivum,15.12167504,0
Triticum aestivum,19.44215362,0
Triticum aestivum,17.01631113,0
Triticum aestivum,11.81048858,1
Triticum aestivum,7.932681986,1
Triticum aestivum,19.33591234,0
Triticum aestivum,21.85914266,0
Triticum aestivum,20.72590238,0
Triticum aestivum,18.1672583,0
Triticum aestivum,21.20398812,0
Triticum aestivum,20.39832511,1
Triticum aestivum,16.29918252,0
Triticum aestivum,19.60151553,0
Triticum aestivum,21.38991035,0
Triticum aestivum,16.79497514,0
Triticum aestivum,16.25491532,0
Triticum aestivum,20.68163518,0
Triticum aestivum,10.27884351,1
Triticum aestivum,19.07916259,0
Triticum aestivum,15.24562319,0
Triticum aestivum,20.00877376,0
Triticum aestivum,21.85914266,0
Triticum aestivum,16.65332011,0
Triticum aestivum,13.70512468,0
Triticum aestivum,18.17611174,0
Triticum aestivum,16.88350954,0
Triticum aestivum,20.86755741,0
Triticum aestivum,18.6807578,0
Triticum aestivum,15.86536397,0
Triticum aestivum,22.5142972,0
Triticum aestivum,15.41383855,0
Triticum aestivum,16.55593227,0
Triticum aestivum,21.75290138,0
Triticum aestivum,14.41339986,0
Triticum aestivum,19.44215362,0
Triticum aestivum,19.92023936,0
Triticum aestivum,21.8679961,0
Triticum aestivum,17.50325032,0
Triticum aestivum,15.09511472,0
Triticum aestivum,14.29830514,1
Triticum aestivum,19.89367904,0
Triticum aestivum,13.35984053,0
Triticum aestivum,18.79585252,0
Triticum aestivum,16.7418545,0
Triticum aestivum,12.78436695,1
Triticum aestivum,18.58336996,0
Triticum aestivum,19.18540387,0
Triticum aestivum,18.10528422,0
Triticum aestivum,17.16681961,0
Triticum aestivum,18.77814564,0
Triticum aestivum,19.2385245,0
Triticum aestivum,14.95345968,0
Triticum aestivum,21.10660028,0
Triticum aestivum,19.77858433,0
Triticum aestivum,22.36378872,0
Triticum aestivum,20.99150557,0
Triticum aestivum,13.67856436,0
Triticum aestivum,18.93750755,0
Triticum aestivum,16.7418545,0
Triticum aestivum,16.54707883,0
Triticum aestivum,19.74317057,0
Triticum aestivum,16.86580266,0
Triticum aestivum,15.5820539,0
Triticum aestivum,17.68917255,0
Triticum aestivum,16.54707883,0
Triticum aestivum,18.49483557,0
Triticum aestivum,22.08047865,0
Triticum aestivum,18.6364906,0
Triticum aestivum,20.40717855,0
Triticum aestivum,20.81443677,0
Triticum aestivum,18.91980067,1
Triticum aestivum,19.50412769,0
Triticum aestivum,16.77726826,0
Triticum aestivum,14.85607184,0
Triticum aestivum,19.24737794,0
Triticum aestivum,17.81312071,0
Triticum aestivum,14.70556337,1
Triticum aestivum,14.36027922,1
Triticum aestivum,18.78699908,0
Triticum aestivum,20.05304096,0
Triticum aestivum,18.73387844,0
Triticum aestivum,17.3438884,0
Triticum aestivum,19.21196418,0
Triticum aestivum,20.94723837,0
Triticum aestivum,17.83968103,0
Triticum aestivum,18.14955142,0
Triticum aestivum,17.81312071,0
Triticum aestivum,16.54707883,0
Triticum aestivum,14.3337189,1
Triticum aestivum,11.91672986,0
Triticum aestivum,18.19381862,0
Triticum aestivum,21.02691933,0
Triticum aestivum,20.32749759,0
Triticum aestivum,17.21108681,0
Triticum aestivum,9.207577305,1
Triticum aestivum,19.34476578,0
Triticum aestivum,18.82241284,0
Triticum aestivum,12.50105688,1
Triticum aestivum,13.65200404,1
Triticum aestivum,17.93706887,0
Triticum aestivum,11.44749755,1
Triticum aestivum,19.84941184,0
Triticum aestivum,14.8472184,1
Triticum aestivum,16.14867404,1
Triticum aestivum,20.49571294,0
Triticum aestivum,20.77902301,0
Triticum aestivum,18.94636099,0
Triticum aestivum,13.35098709,1
Triticum aestivum,17.71573287,1
Triticum aestivum,14.52849457,0
Triticum aestivum,14.21862418,0
Triticum aestivum,14.98002,1
Triticum aestivum,19.45100706,1
Triticum aestivum,18.88438691,0
Triticum aestivum,13.57232309,0
Triticum aestivum,20.43373887,0
Triticum aestivum,22.93040887,0
Triticum aestivum,16.8746561,0
Triticum aestivum,10.49132606,1
Triticum aestivum,16.57363915,1
Triticum aestivum,20.5311267,0
Triticum aestivum,12.55417752,0
Triticum aestivum,17.99904294,1
Triticum aestivum,18.95521443,0
Triticum aestivum,16.1840878,0
Triticum aestivum,16.67102699,1
Triticum aestivum,14.07696915,0
Triticum aestivum,16.45854443,0
Triticum aestivum,15.52007982,1
Triticum aestivum,18.18496518,0
Triticum aestivum,18.44171493,1
Triticum aestivum,19.65463617,0
Triticum aestivum,20.96494525,0
Triticum aestivum,16.32574284,1
Triticum aestivum,18.25579269,0
Triticum aestivum,17.83082759,1
Triticum aestivum,16.56478571,0
Triticum aestivum,19.67234305,0
Triticum aestivum,21.97423738,0
Triticum aestivum,16.51166507,1
Triticum aestivum,19.39788642,0
Triticum aestivum,20.29208383,0
Triticum aestivum,19.94679968,0
Triticum aestivum,18.46827525,1
Triticum aestivum,19.82285152,0
Triticum aestivum,17.51210376,0
Triticum aestivum,17.59178472,1
Triticum aestivum,20.50456638,0
Triticum aestivum,21.65551355,0
Triticum aestivum,21.65551355,0
Triticum aestivum,16.8746561,1
Triticum aestivum,22.53200408,0
Triticum aestivum,20.94723837,0
Triticum aestivum,22.16015961,0
Triticum aestivum,16.49395819,1
Triticum aestivum,17.22879369,0
Triticum aestivum,19.86711872,1
Triticum aestivum,19.90253248,0
Triticum aestivum,14.3337189,1
Triticum aestivum,18.95521443,0
Triticum aestivum,21.37220348,0
Triticum aestivum,17.10484553,1
Triticum aestivum,17.6094916,1
Triticum aestivum,14.77639089,0
Triticum aestivum,18.6807578,0
Triticum aestivum,16.21950156,0
Triticum aestivum,18.39744773,0
Triticum aestivum,14.69670993,1
Triticum aestivum,14.14779667,0
Triticum aestivum,20.27437695,0
Triticum aestivum,21.14201404,0
Triticum aestivum,20.46915262,0
Triticum aestivum,16.75956138,0
Triticum aestivum,21.66436699,0
Triticum aestivum,19.97336,0
Triticum aestivum,15.94504493,1
Triticum aestivum,16.73300106,0
Triticum aestivum,20.95609181,0
Triticum aestivum,15.61746766,0
Triticum aestivum,20.80558333,0
Triticum aestivum,19.67234305,1
Triticum aestivum,17.86624135,0
Triticum aestivum,15.5820539,0
Triticum aestivum,20.92953149,0
Triticum aestivum,20.14157535,0
Triticum aestivum,19.4155933,0
Triticum aestivum,17.78656039,0
Triticum aestivum,19.74317057,0
Triticum aestivum,21.27481564,1
Triticum aestivum,18.57451652,0
Triticum aestivum,18.84011972,0
Triticum aestivum,16.93663018,1
Triticum aestivum,19.67234305,0
Triticum aestivum,22.85072791,0
Triticum aestivum,21.1331606,0
Triticum aestivum,22.88614167,0
Triticum aestivum,13.79365908,0
Triticum aestivum,22.11589241,0
Triticum aestivum,19.95565312,0
Triticum aestivum,18.74273188,1
Triticum aestivum,19.76973089,0
Triticum aestivum,21.3102294,0
Triticum aestivum,20.90297117,0
Triticum aestivum,15.92733805,0
Triticum aestivum,19.45100706,0
Triticum aestivum,22.78875383,0
Triticum aestivum,17.66261223,0
Triticum aestivum,21.40761723,0
Triticum aestivum,18.18496518,0
Triticum aestivum,17.45898312,0
Triticum aestivum,19.85826528,0
Triticum aestivum,22.45232312,0
Triticum aestivum,19.68119649,0
Triticum aestivum,21.51385851,0
Triticum aestivum,20.00877376,0
Triticum aestivum,16.45854443,0
Triticum aestivum,20.37176479,0
Triticum aestivum,20.03533408,0
Triticum aestivum,13.92646067,0
Triticum aestivum,15.0242872,0
Triticum aestivum,20.09730816,0
Triticum aestivum,19.76087745,0
Triticum aestivum,19.83170496,0
Triticum aestivum,18.84897316,0
Triticum aestivum,18.80470596,0
Triticum aestivum,18.37974085,0
Triticum aestivum,15.44039887,1
Triticum aestivum,16.63561323,1
Triticum aestivum,21.90340986,0
Triticum aestivum,15.21906287,1
Triticum aestivum,22.08933209,0
Triticum aestivum,21.23054844,0
Triticum aestivum,17.72458631,0
Triticum aestivum,20.5311267,0
Triticum aestivum,12.74895319,1
Triticum aestivum,15.99816557,1
Triticum aestivum,14.66129617,1
Triticum aestivum,21.92997018,0
Triticum aestivum,16.8303889,0
Triticum aestivum,13.95302099,0
Triticum aestivum,16.44969099,0
Triticum aestivum,13.51034901,0
Triticum aestivum,17.64490535,0
Triticum aestivum,19.76087745,0
Triticum aestivum,19.12342979,0
Triticum aestivum,21.06233308,0
Triticum aestivum,22.70907287,0
Triticum aestivum,18.96406787,0
Triticum aestivum,18.05216358,0
Triticum aestivum,23.28454645,0
Triticum aestivum,20.77902301,0
Triticum aestivum,16.10440684,1
Triticum aestivum,20.75246269,0
Triticum aestivum,18.53024933,0
Triticum aestivum,16.68873387,1
Triticum aestivum,15.27218351,1
Triticum aestivum,17.86624135,0
Triticum aestivum,20.13272191,0
Triticum aestivum,16.37001004,0
Triticum aestivum,13.67856436,1
Triticum aestivum,19.30935202,0
Triticum aestivum,18.725025,0
Triticum aestivum,21.89455642,0
Triticum aestivum,13.10309078,0
Triticum aestivum,19.87597216,0
Triticum aestivum,16.30803596,0
Triticum aestivum,17.37044872,1
Triticum aestivum,21.3102294,0
Triticum aestivum,16.98089738,0
Triticum aestivum,20.35405791,0
Triticum aestivum,13.51034901,0
Triticum aestivum,19.78743777,0
Triticum aestivum,14.13894323,0
Triticum aestivum,18.8135594,0
Triticum aestivum,12.49220344,0
Triticum aestivum,17.87509479,0
Triticum aestivum,22.43461624,0
Triticum aestivum,17.00745769,0
Triticum aestivum,20.37176479,0
Triticum aestivum,19.35361922,0
Triticum aestivum,22.18671993,0
Triticum aestivum,19.12342979,0
Triticum aestivum,23.33766709,0
Triticum aestivum,18.74273188,0
Triticum aestivum,17.44127624,1
Triticum aestivum,21.52271195,0
Triticum aestivum,16.55593227,1
